1205,1
1206,1
1207,1
1208,1
1209,2
1210,4
1211,4
1212,6
1213,6
1214,6
1215,6
1216,6
1217,7
1218,7
1219,8
1220,8
1221,8
1222,8
1223,8
1224,8
1225,8
1226,8
1227,8
1228,9
1229,9
1230,9
1231,9
1232,9
1233,9
1234,9
1235,9
1236,10
1237,10
1238,10
1239,10
1240,10
1241,10
1242,10
1243,10
1244,10
1245,10
1246,10
1247,10
1248,10
1249,11
1250,11
1251,11
1252,11
1253,11
1254,11
1255,10
1256,10
1257,11
1258,11
1259,10
1260,8
1261,8
1262,6
1263,6
1264,6
1265,6
1266,7
1267,6
1268,6
1269,5
1270,6
1271,7
1272,7
1273,8
1274,8
1275,8
1276,8
1277,8
1278,7
1279,7
1280,7
1281,7
1282,7
1283,7
1284,7
1285,7
1286,6
1287,7
1288,7
1289,7
1290,7
1291,7
1292,8
1293,8
1294,8
1295,8
1296,8
1297,8
1298,8
1299,7
1300,9
1301,9
1302,10
1303,10
1304,10
1305,10
1306,10
1307,9
1308,9
1309,9
1310,9
1311,9
1312,9
1313,9
1314,9
1315,9
1316,8
1317,8
1318,8
1319,8
1320,7
1321,6
1322,6
1323,5
1324,5
1325,6
1326,6
1327,7
1328,7
1329,7
1330,7
1331,7
1332,7
1333,7
1334,9
1335,9
1336,9
1337,9
1338,10
1339,11
1340,11
1341,12
1342,11
1343,11
1344,11
1345,11
1346,11
1347,11
1348,12
1349,13
1350,11
1351,11
1352,11
1353,11
1354,12
1355,12
1356,12
1357,12
1358,12
1359,12
1360,12
1361,13
1362,13
1363,13
1364,13
1365,13
1366,13
1367,13
1368,13
1369,13
1370,13
1371,14
1372,15
1373,15
1374,15
1375,14
1376,14
1377,14
1378,14
1379,14
1380,14
1381,14
1382,14
1383,14
1384,12
1385,13
1386,14
1387,14
1388,13
1389,13
1390,13
1391,13
1392,13
1393,13
1394,13
1395,13
1396,13
1397,13
1398,12
1399,11
1400,11
1401,11
1402,10
1403,11
1404,10
1405,10
1406,10
1407,11
1408,11
1409,11
1410,11
1411,10
1412,11
1413,11
1414,11
1415,11
1416,12
1417,12
1418,12
1419,14
1420,14
1421,13
1422,12
1423,12
1424,13
1425,13
1426,13
1427,12
1428,12
1429,13
1430,13
1431,13
1432,14
1433,14
1434,14
1435,13
1436,12
1437,11
1438,11
1439,10
1440,10
1441,9
1442,10
1443,10
1444,11
1445,11
1446,11
1447,11
1448,11
1449,11
1450,11
1451,11
1452,11
1453,10
1454,10
1455,10
1456,10
1457,9
1458,9
1459,11
1460,11
1461,11
1462,10
1463,10
1464,10
1465,10
1466,9
1467,9
1468,9
1469,9
1470,9
1471,9
1472,10
1473,10
1474,9
1475,9
1476,11
1477,11
1478,11
1479,10
1480,10
1481,10
1482,10
1483,10
1484,10
1485,11
1486,11
1487,11
1488,11
1489,11
1490,11
1491,12
1492,11
1493,12
1494,11
1495,11
1496,12
1497,12
1498,12
1499,13
1500,13
1501,13
1502,14
1503,15
1504,15
1505,15
1506,15
1507,16
1508,16
1509,14
1510,15
1511,15
1512,15
1513,15
1514,15
1515,15
1516,15
1517,15
1518,15
1519,13
1520,13
1521,13
1522,12
1523,13
1524,13
1525,13
1526,11
1527,11
1528,11
1529,11
1530,12
1531,12
1532,11
1533,11
1534,11
1535,10
1536,10
1537,10
1538,10
1539,10
1540,10
1541,9
1542,9
1543,8
1544,9
1545,10
1546,10
1547,10
1548,10
1549,9
1550,9
1551,9
1552,8
1553,7
1554,7
1555,7
1556,7
1557,6
1558,6
1559,6
1560,5
1561,5
1562,5
1563,6
1564,6
1565,6
1566,6
1567,6
1568,7
1569,7
1570,7
1571,7
1572,7
1573,6
1574,7
1575,7
1576,8
1577,8
1578,8
1579,8
1580,8
1581,8
1582,8
1583,8
1584,8
1585,8
1586,8
1587,8
1588,8
1589,8
1590,8
1591,8
1592,8
1593,8
1594,8
1595,8
1596,7
1597,7
1598,7
1599,8
1600,9
1601,9
1602,9
1603,9
1604,9
1605,9
1606,9
1607,9
1608,9
1609,9
1610,9
1611,9
1612,9
1613,8
1614,8
1615,8
1616,8
1617,8
1618,7
1619,7
1620,7
1621,7
1622,7
1623,7
1624,6
1625,6
1626,5
1627,5
1628,5
1629,5
1630,4
1631,4
1632,4
1633,4
1634,4
1635,4
1636,4
1637,4
1638,4
1639,4
1640,4
1641,4
1642,4
1643,4
1644,3
1645,2
1646,2
1647,3
1648,3
1649,5
1650,4
1651,4
1652,4
1653,4
1654,4
1655,4
1656,4
1657,4
1658,4
1659,4
1660,4
1661,4
1662,5
1663,5
1664,6
1665,6
1666,6
1667,6
1668,7
1669,7
1670,7
1671,7
1672,7
1673,7
1674,7
1675,7
1676,7
1677,7
1678,7
1679,7
1680,7
1681,8
1682,8
1683,8
1684,8
1685,8
1686,9
1687,9
1688,9
1689,9
1690,9
1691,9
1692,9
1693,9
1694,10
1695,12
1696,12
1697,11
1698,11
1699,9
1700,9
1701,9
1702,10
1703,10
1704,10
1705,10
1706,10
1707,10
1708,10
1709,10
1710,10
1711,11
1712,10
1713,10
1714,9
1715,10
1716,10
1717,10
1718,10
1719,10
1720,10
1721,10
1722,10
1723,10
1724,10
1725,11
1726,11
1727,11
1728,11
1729,11
1730,12
1731,11
1732,11
1733,12
1734,12
1735,13
1736,12
1737,12
1738,12
1739,13
1740,13
1741,13
1742,13
1743,13
1744,12
1745,10
1746,10
1747,10
1748,10
1749,9
1750,9
1751,10
1752,9
1753,9
1754,9
1755,9
1756,9
1757,10
1758,10
1759,11
1760,11
1761,10
1762,10
1763,10
1764,10
1765,9
1766,9
1767,9
1768,8
1769,8
1770,8
1771,9
1772,9
1773,9
1774,9
1775,8
1776,8
1777,8
1778,9
1779,10
1780,11
1781,11
1782,11
1783,10
1784,10
1785,9
1786,9
1787,9
1788,9
1789,8
1790,8
1791,8
1792,8
1793,8
1794,8
1795,8
1796,8
1797,8
1798,8
1799,8
1800,9
1801,8
1802,8
1803,8
1804,8
1805,8
1806,9
1807,8
1808,8
1809,7
1810,7
1811,7
1812,7
1813,7
1814,7
1815,7
1816,7
1817,7
1818,7
1819,9
1820,9
1821,8
1822,8
1823,8
1824,8
1825,8
1826,8
1827,8
1828,7
1829,7
1830,5
1831,5
1832,6
1833,6
1834,6
1835,6
1836,6
1837,7
1838,7
1839,7
1840,7
1841,7
1842,7
1843,7
1844,8
1845,8
1846,8
1847,8
1848,9
1849,9
1850,8
1851,8
1852,10
1853,10
1854,10
1855,10
1856,9
1857,9
1858,9
1859,9
1860,10
1861,10
1862,10
1863,11
1864,11
1865,11
1866,11
1867,11
1868,12
1869,10
1870,10
1871,10
1872,10
1873,10
1874,10
1875,10
1876,10
1877,10
1878,10
1879,10
1880,10
1881,11
1882,10
1883,11
1884,11
1885,12
1886,12
1887,11
1888,11
1889,11
1890,11
1891,11
1892,11
1893,11
1894,10
1895,10
1896,10
1897,10
1898,9
1899,9
1900,9
1901,9
1902,7
1903,8
1904,8
1905,8
1906,8
1907,9
1908,9
1909,9
1910,8
1911,8
1912,9
1913,8
1914,8
1915,8
1916,8
1917,8
1918,7
1919,7
1920,7
1921,7
1922,7
1923,7
1924,8
1925,8
1926,8
1927,8
1928,8
1929,7
1930,8
1931,7
1932,7
1933,6
1934,6
1935,5
1936,6
1937,6
1938,6
1939,6
1940,6
1941,6
1942,6
1943,6
1944,6
1945,6
1946,6
1947,6
1948,6
1949,6
1950,6
1951,6
1952,6
1953,5
1954,5
1955,6
1956,6
1957,5
1958,5
1959,5
1960,6
1961,6
1962,6
1963,7
1964,7
1965,7
1966,7
1967,7
1968,7
1969,7
1970,7
1971,8
1972,8
1973,8
1974,8
1975,8
1976,8
1977,8
1978,8
1979,8
1980,7
1981,7
1982,8
1983,8
1984,8
1985,8
1986,7
1987,7
1988,8
1989,8
1990,9
1991,9
1992,9
1993,9
1994,9
1995,9
1996,10
1997,10
1998,10
1999,10
2000,10
2001,10
2002,10
2003,11
2004,11
2005,11
2006,11
2007,11
2008,11
2009,12
2010,11
2011,11
2012,10
2013,10
2014,10
2015,10
2016,10
2017,11
2018,11
2019,11
2020,11
2021,10
2022,10
2023,11
2024,10
2025,11
2026,12
2027,12
2028,12
2029,12
2030,12
2031,12
2032,11
2033,11
2034,11
2035,11
2036,11
2037,11
2038,10
2039,10
2040,9
2041,9
2042,9
2043,9
2044,9
2045,9
2046,8
2047,9
2048,9
2049,9
2050,9
2051,10
2052,10
2053,9
2054,9
2055,9
2056,9
2057,9
2058,9
2059,9
2060,9
2061,9
2062,10
2063,10
2064,10
2065,10
2066,10
2067,9
2068,9
2069,10
2070,10
2071,10
2072,12
2073,11
2074,11
2075,10
2076,9
2077,9
2078,9
2079,10
2080,10
2081,10
2082,10
2083,10
2084,10
2085,10
2086,11
2087,11
2088,11
2089,11
2090,11
2091,11
2092,11
2093,11
2094,12
2095,12
2096,12
2097,11
2098,11
2099,11
2100,11
2101,10
2102,10
2103,11
2104,11
2105,11
2106,12
2107,12
2108,12
2109,11
2110,12
2111,13
2112,12
2113,11
2114,11
2115,11
2116,11
2117,11
2118,11
2119,10
2120,11
2121,11
2122,9
2123,9
2124,9
2125,9
2126,9
2127,11
2128,11
2129,11
2130,11
2131,11
2132,11
2133,11
2134,11
2135,11
2136,10
2137,10
2138,10
2139,11
2140,11
2141,11
2142,12
2143,12
2144,11
2145,11
2146,11
2147,12
2148,12
2149,12
2150,12
2151,12
2152,12
2153,12
2154,12
2155,11
2156,10
2157,10
2158,11
2159,11
2160,10
2161,9
2162,9
2163,9
2164,9
2165,9
2166,9
2167,10
2168,10
2169,10
2170,9
2171,9
2172,10
2173,10
2174,11
2175,11
2176,11
2177,9
2178,9
2179,9
2180,10
2181,10
2182,10
2183,10
2184,11
2185,11
2186,11
2187,11
2188,12
2189,12
2190,12
2191,13
2192,12
2193,12
2194,12
2195,12
2196,12
2197,11
2198,11
2199,12
2200,12
2201,12
2202,12
2203,12
2204,12
2205,12
2206,13
2207,14
2208,13
2209,14
2210,14
2211,14
2212,14
2213,14
2214,15
2215,15
2216,16
2217,15
2218,15
2219,16
2220,16
2221,17
2222,16
2223,17
2224,16
2225,16
2226,16
2227,16
2228,16
2229,15
2230,15
2231,15
2232,15
2233,15
2234,14
2235,14
2236,15
2237,15
2238,14
2239,13
2240,13
2241,12
2242,12
2243,12
2244,12
2245,12
2246,12
2247,12
2248,12
2249,11
2250,11
2251,11
2252,11
2253,11
2254,11
2255,11
2256,10
2257,9
2258,9
2259,8
2260,8
2261,8
2262,8
2263,8
2264,9
2265,9
2266,8
2267,8
2268,8
2269,7
2270,7
2271,6
2272,6
2273,5
2274,5
2275,5
2276,5
2277,5
2278,6
2279,6
2280,5
2281,5
2282,5
2283,5
2284,5
2285,5
2286,4
2287,4
2288,5
2289,5
2290,5
2291,6
2292,6
2293,6
2294,6
2295,6
2296,6
2297,6
2298,6
2299,6
2300,6
2301,7
2302,8
2303,7
2304,7
2305,7
2306,7
2307,7
2308,7
2309,7
2310,7
2311,7
2312,8
2313,8
2314,6
2315,7
2316,7
2317,7
2318,7
2319,7
2320,7
2321,7
2322,8
2323,8
2324,8
2325,8
2326,8
2327,8
2328,7
2329,8
2330,8
2331,8
2332,8
2333,8
2334,8
2335,8
2336,9
2337,9
2338,8
2339,8
2340,8
2341,8
2342,9
2343,9
2344,9
2345,10
2346,11
2347,11
2348,11
2349,11
2350,11
2351,10
2352,9
2353,9
2354,9
2355,9
2356,10
2357,11
2358,11
2359,11
2360,11
2361,12
2362,11
2363,11
2364,11
2365,10
2366,12
2367,12
2368,12
2369,12
2370,12
2371,12
2372,11
2373,11
2374,11
2375,11
2376,11
2377,13
2378,13
2379,12
2380,12
2381,12
2382,12
2383,12
2384,12
2385,12
2386,11
2387,11
2388,11
2389,11
2390,11
2391,10
2392,9
2393,9
2394,9
2395,9
2396,8
2397,8
2398,8
2399,8
2400,8
2401,8
2402,8
2403,8
2404,8
2405,9
2406,9
2407,8
2408,9
2409,9
2410,10
2411,9
2412,10
2413,10
2414,10
2415,10
2416,8
2417,9
2418,10
2419,10
2420,10
2421,11
2422,11
2423,11
2424,12
2425,13
2426,13
2427,11
2428,12
2429,12
2430,12
2431,12
2432,12
2433,13
2434,13
2435,13
2436,13
2437,13
2438,13
2439,13
2440,13
2441,13
2442,14
2443,14
2444,14
2445,14
2446,14
2447,14
2448,14
2449,14
2450,14
2451,14
2452,14
2453,15
2454,17
2455,16
2456,15
2457,15
2458,14
2459,14
2460,13
2461,13
2462,13
2463,13
2464,13
2465,13
2466,13
2467,13
2468,12
2469,13
2470,13
2471,12
2472,12
2473,12
2474,11
2475,10
2476,10
2477,10
2478,9
2479,9
2480,9
2481,9
2482,9
2483,9
2484,9
2485,9
2486,9
2487,9
2488,9
2489,9
2490,9
2491,9
2492,8
2493,9
2494,9
2495,8
2496,8
2497,9
2498,9
2499,10
2500,10
2501,10
2502,10
2503,9
2504,8
2505,8
2506,9
2507,10
2508,10
2509,10
2510,10
2511,10
2512,9
2513,10
2514,10
2515,10
2516,10
2517,9
2518,10
2519,9
2520,9
2521,10
2522,11
2523,11
2524,11
2525,11
2526,11
2527,11
2528,12
2529,12
2530,12
2531,12
2532,12
2533,11
2534,12
2535,12
2536,12
2537,13
2538,13
2539,13
2540,13
2541,13
2542,13
2543,13
2544,13
2545,13
2546,13
2547,12
2548,12
2549,11
2550,11
2551,11
2552,11
2553,12
2554,11
2555,11
2556,12
2557,11
2558,11
2559,11
2560,11
2561,12
2562,12
2563,11
2564,11
2565,11
2566,12
2567,12
2568,11
2569,11
2570,11
2571,10
2572,10
2573,10
2574,11
2575,12
2576,12
2577,12
2578,11
2579,11
2580,12
2581,12
2582,12
2583,12
2584,11
2585,11
2586,11
2587,11
2588,11
2589,11
2590,11
2591,11
2592,11
2593,11
2594,11
2595,11
2596,11
2597,12
2598,12
2599,12
2600,13
2601,13
2602,13
2603,13
2604,13
2605,13
2606,11
2607,13
2608,13
2609,13
2610,13
2611,12
2612,13
2613,13
2614,14
2615,14
